"","stock","species","broodyear","recruits","spawners","stock.id"
"398","Bowron","Sockeye",2003,3822,3038,7
"399","Bowron","Sockeye",2004,6120,458,7
"400","Bowron","Sockeye",2005,2258,866,7
"401","Bowron","Sockeye",2006,17549,636,7
"402","Bowron","Sockeye",2007,8377,1075,7
"403","Bowron","Sockeye",2008,781,275,7
"404","Bowron","Sockeye",2009,6209,843,7
"405","Bowron","Sockeye",2010,26686,4095,7
"406","Bowron","Sockeye",2011,6158,2037,7
"454","Chignik Lake","Sockeye",1965,964356,163151,8
"455","Chignik Lake","Sockeye",1966,757841,183525,8
"456","Chignik Lake","Sockeye",1967,569183,189000,8
"457","Chignik Lake","Sockeye",1968,742221,244836,8
"458","Chignik Lake","Sockeye",1969,816987,132055,8
"459","Chignik Lake","Sockeye",1970,636440,119952,8
"460","Chignik Lake","Sockeye",1971,2279874,232501,8
"461","Chignik Lake","Sockeye",1972,1059132,231270,8
"462","Chignik Lake","Sockeye",1973,1184600,243728.9812,8
"463","Chignik Lake","Sockeye",1974,1022580,313343.0777,8
"464","Chignik Lake","Sockeye",1975,1495171,257675,8
"465","Chignik Lake","Sockeye",1976,1039396,276793,8
"466","Chignik Lake","Sockeye",1977,1408755,328915.7833,8
"467","Chignik Lake","Sockeye",1978,920712,262815.3329,8
"468","Chignik Lake","Sockeye",1979,881483,246318,8
"469","Chignik Lake","Sockeye",1980,934875,294480.6392,8
"470","Chignik Lake","Sockeye",1981,713689,261239.2891,8
"471","Chignik Lake","Sockeye",1982,929500,221611,8
"472","Chignik Lake","Sockeye",1983,1245680,428034.3442,8
"473","Chignik Lake","Sockeye",1984,1974465,268495,8
"474","Chignik Lake","Sockeye",1985,784548,369260,8
"475","Chignik Lake","Sockeye",1986,1242159,215547.1609,8
"476","Chignik Lake","Sockeye",1987,1757451,214443.984,8
"477","Chignik Lake","Sockeye",1988,664969,255177.1223,8
"478","Chignik Lake","Sockeye",1989,1630416,557174.3431,8
"479","Chignik Lake","Sockeye",1990,1011618,335859.8441,8
"480","Chignik Lake","Sockeye",1991,980550,377438.0093,8
"481","Chignik Lake","Sockeye",1992,1095978,403755.2944,8
"482","Chignik Lake","Sockeye",1993,1537372,333115.803,8
"483","Chignik Lake","Sockeye",1994,1263379,197444.1057,8
"484","Chignik Lake","Sockeye",1995,1326001,373424.7019,8
"485","Chignik Lake","Sockeye",1996,1389229,284389.3793,8
"486","Chignik Lake","Sockeye",1997,966238,378950.0605,8
"487","Chignik Lake","Sockeye",1998,512228,290468.8912,8
"488","Chignik Lake","Sockeye",1999,349904,258542.3927,8
"489","Chignik Lake","Sockeye",2000,1123572,269086,8
"490","Chignik Lake","Sockeye",2001,932346,392903,8
"491","Chignik Lake","Sockeye",2002,756062,341132,8
"492","Chignik Lake","Sockeye",2003,1008413,334119,8
"493","Chignik Lake","Sockeye",2004,1275621,214459,8
"494","Chignik Lake","Sockeye",2005,1013999,225366,8
"495","Chignik Lake","Sockeye",2006,1583233,368995.601,8
"496","Chignik Lake","Sockeye",2007,995847,293883,8
"497","Chignik Lake","Sockeye",2008,1040801,328479.0781,8
"498","Chignik Lake","Sockeye",2009,1274820,328585.7231,8
"499","Chignik Lake","Sockeye",2010,1163649,311376,8
"508","Chilko","Sockeye",1950,205875,6555,9
"509","Chilko","Sockeye",1951,752327,57563,9
"510","Chilko","Sockeye",1952,1858476,233628,9
"511","Chilko","Sockeye",1953,619456,94471,9
"512","Chilko","Sockeye",1954,712749,21247,9
"513","Chilko","Sockeye",1955,1513275,75834,9
"514","Chilko","Sockeye",1956,2435670,368607,9
"515","Chilko","Sockeye",1957,138228,83128,9
"516","Chilko","Sockeye",1958,433371,70433,9
"517","Chilko","Sockeye",1959,2212583,272891,9
"518","Chilko","Sockeye",1960,1053335,244864,9
"519","Chilko","Sockeye",1961,69453,15038,9
"520","Chilko","Sockeye",1962,985562,42125,9
"521","Chilko","Sockeye",1963,1206303,57207,9
"522","Chilko","Sockeye",1964,2040082,131590,9
"523","Chilko","Sockeye",1965,158944,20813,9
"524","Chilko","Sockeye",1966,889200,107541,9
"525","Chilko","Sockeye",1967,2004710,90006,9
"526","Chilko","Sockeye",1968,2476069,181912,9
"527","Chilko","Sockeye",1969,402359,25519,9
"528","Chilko","Sockeye",1970,694456,50923,9
"529","Chilko","Sockeye",1971,852842,97365,9
"530","Chilko","Sockeye",1972,2109574,332353,9
"531","Chilko","Sockeye",1973,248297,30231,9
"532","Chilko","Sockeye",1974,712467,71127,9
"533","Chilko","Sockeye",1975,1513636,133782,9
"534","Chilko","Sockeye",1976,1699113,228326,9
"535","Chilko","Sockeye",1977,199200,20385,9
"536","Chilko","Sockeye",1978,1265579,85570,9
"537","Chilko","Sockeye",1979,1721513,147920,9
"538","Chilko","Sockeye",1980,4441927,293234,9
"539","Chilko","Sockeye",1981,208706,20164,9
"540","Chilko","Sockeye",1982,1599217,142515,9
"541","Chilko","Sockeye",1983,2119741,213715,9
"542","Chilko","Sockeye",1984,676358,283152,9
"543","Chilko","Sockeye",1985,572968,34979,9
"544","Chilko","Sockeye",1986,4800439,165504,9
"545","Chilko","Sockeye",1987,4420836,268111,9
"546","Chilko","Sockeye",1988,3296360,206206,9
"547","Chilko","Sockeye",1989,3117371,42811,9
"548","Chilko","Sockeye",1990,2628585,497991,9
"549","Chilko","Sockeye",1991,1382549,597537,9
"550","Chilko","Sockeye",1992,1866349,319959,9
"551","Chilko","Sockeye",1993,3963871,322298,9
"552","Chilko","Sockeye",1994,1419987,253976,9
"553","Chilko","Sockeye",1995,1274336,298027,9
"554","Chilko","Sockeye",1996,1363890,504469,9
"555","Chilko","Sockeye",1997,885013,509298,9
"556","Chilko","Sockeye",1998,536366,467624,9
"557","Chilko","Sockeye",1999,1570589,432565,9
"558","Chilko","Sockeye",2000,501890,395559,9
"559","Chilko","Sockeye",2001,1158636,331244,9
"560","Chilko","Sockeye",2002,1239287,215050,9
"561","Chilko","Sockeye",2003,384261,334896,9
"562","Chilko","Sockeye",2004,426764,49193,9
"563","Chilko","Sockeye",2005,364252,285065,9
"564","Chilko","Sockeye",2006,5097904,261918,9
"565","Chilko","Sockeye",2007,1132603,156518,9
"566","Chilko","Sockeye",2008,526968,68731,9
"567","Chilko","Sockeye",2009,1803552,127367,9
"568","Chilko","Sockeye",2010,2728166,1181540,9
"569","Chilko","Sockeye",2011,894697,457653,9
"579","Chilkoot","Sockeye",1976,126595,71291,10
"580","Chilkoot","Sockeye",1977,294302,97368,10
"581","Chilkoot","Sockeye",1978,280273,35454,10
"582","Chilkoot","Sockeye",1979,347858,96122,10
"583","Chilkoot","Sockeye",1980,213671,98673,10
"584","Chilkoot","Sockeye",1981,276484,84407,10
"585","Chilkoot","Sockeye",1982,348922,103038,10
"586","Chilkoot","Sockeye",1983,421796,80141,10
"587","Chilkoot","Sockeye",1984,353047,100781,10
"588","Chilkoot","Sockeye",1985,229079,69141,10
"589","Chilkoot","Sockeye",1986,296614,88024,10
"590","Chilkoot","Sockeye",1987,234015,94208,10
"591","Chilkoot","Sockeye",1988,68419,81274,10
"592","Chilkoot","Sockeye",1989,52073,54900,10
"593","Chilkoot","Sockeye",1990,13495,76119,10
"594","Chilkoot","Sockeye",1991,75508,92375,10
"595","Chilkoot","Sockeye",1992,79773,77601,10
"596","Chilkoot","Sockeye",1993,16526,52080,10
"597","Chilkoot","Sockeye",1994,25815,37007,10
"598","Chilkoot","Sockeye",1995,51310,7177,10
"599","Chilkoot","Sockeye",1996,145979,50739,10
"600","Chilkoot","Sockeye",1997,90778,44254,10
"601","Chilkoot","Sockeye",1998,65633,12335,10
"602","Chilkoot","Sockeye",1999,178310,19284,10
"603","Chilkoot","Sockeye",2000,102277,43555,10
"604","Chilkoot","Sockeye",2001,220505,76283,10
"605","Chilkoot","Sockeye",2002,180281,58361,10
"606","Chilkoot","Sockeye",2003,50730,75065,10
"607","Chilkoot","Sockeye",2004,52915,77660,10
"608","Chilkoot","Sockeye",2005,119487,51178,10
"609","Chilkoot","Sockeye",2006,82826,96203,10
"610","Chilkoot","Sockeye",2007,255796,72678,10
"611","Chilkoot","Sockeye",2008,63900,33117,10
"612","Chilkoot","Sockeye",2009,177451,33705,10
"613","Chilkoot","Sockeye",2010,187509,71657,10
"614","Chilkoot","Sockeye",2011,207662,65915,10
"620","Coghill","Sockeye",1962,54520,26866,11
"621","Coghill","Sockeye",1963,63949,63984,11
"622","Coghill","Sockeye",1964,163130,22200,11
"623","Coghill","Sockeye",1965,77666,62500,11
"624","Coghill","Sockeye",1966,86158,82500,11
"625","Coghill","Sockeye",1967,153330,33000,11
"626","Coghill","Sockeye",1968,137506,11800,11
"627","Coghill","Sockeye",1969,91748,81000,11
"628","Coghill","Sockeye",1970,220866,35200,11
"629","Coghill","Sockeye",1971,46728,15000,11
"630","Coghill","Sockeye",1972,218568,51000,11
"631","Coghill","Sockeye",1973,233688,55000,11
"632","Coghill","Sockeye",1974,110824,22334,11
"633","Coghill","Sockeye",1975,191527,34855,11
"634","Coghill","Sockeye",1976,173529,9056,11
"635","Coghill","Sockeye",1977,1251046,31562,11
"636","Coghill","Sockeye",1978,70302,42284,11
"637","Coghill","Sockeye",1979,150406,48281,11
"638","Coghill","Sockeye",1980,473655,142253,11
"639","Coghill","Sockeye",1981,496237,156112,11
"640","Coghill","Sockeye",1982,612158,180314,11
"641","Coghill","Sockeye",1983,106297,38783,11
"642","Coghill","Sockeye",1984,203086,63622,11
"643","Coghill","Sockeye",1985,16596,163342,11
"644","Coghill","Sockeye",1986,26916,74135,11
"645","Coghill","Sockeye",1987,60051,187263,11
"646","Coghill","Sockeye",1988,50494,72023,11
"647","Coghill","Sockeye",1989,9410,36881,11
"648","Coghill","Sockeye",1990,26127,8250,11
"649","Coghill","Sockeye",1991,153809,9701,11
"650","Coghill","Sockeye",1992,114126,29642,11
"651","Coghill","Sockeye",1993,67465,9232,11
"652","Coghill","Sockeye",1994,27939,7264,11
"653","Coghill","Sockeye",1995,317508,30382,11
"654","Coghill","Sockeye",1996,133471,38693,11
"655","Coghill","Sockeye",1997,44736,35010,11
"656","Coghill","Sockeye",1998,89490,27050,11
"657","Coghill","Sockeye",1999,234805,59311,11
"658","Coghill","Sockeye",2000,138406,28446,11
"659","Coghill","Sockeye",2001,10471,38547,11
"660","Coghill","Sockeye",2002,180332,28323,11
"661","Coghill","Sockeye",2003,100769,75427,11
"662","Coghill","Sockeye",2004,151952,30569,11
"663","Coghill","Sockeye",2005,29949,30313,11
"664","Coghill","Sockeye",2006,166652,23479,11
"665","Coghill","Sockeye",2007,658406,70001,11
"666","Coghill","Sockeye",2008,72233,29298,11
"676","Copper","Sockeye",1961,1466172,343140.4275,12
"677","Copper","Sockeye",1962,752678,416093.1807,12
"678","Copper","Sockeye",1963,620325,271007.3531,12
"679","Copper","Sockeye",1964,1187838,233990.1993,12
"680","Copper","Sockeye",1965,1790507,373563.22,12
"681","Copper","Sockeye",1966,1492942,374673.1046,12
"682","Copper","Sockeye",1967,870446,152518.2057,12
"683","Copper","Sockeye",1968,844266,234701.7683,12
"684","Copper","Sockeye",1969,917046,527822.3726,12
"685","Copper","Sockeye",1970,492013,329729.4895,12
"686","Copper","Sockeye",1971,1095884,585402.0987,12
"687","Copper","Sockeye",1972,1040825,408348.7457,12
"688","Copper","Sockeye",1973,460408,432244.8939,12
"689","Copper","Sockeye",1974,660223,209834.4829,12
"690","Copper","Sockeye",1975,589226,172586.4332,12
"691","Copper","Sockeye",1976,1169831,248496.4691,12
"692","Copper","Sockeye",1977,1878510,357096.425,12
"693","Copper","Sockeye",1978,1405959,234393.7055,12
"694","Copper","Sockeye",1979,2083034,507703.1474,12
"695","Copper","Sockeye",1980,1455745,609245.6797,12
"696","Copper","Sockeye",1981,1123037,779344.0319,12
"697","Copper","Sockeye",1982,1942981,609259.1798,12
"698","Copper","Sockeye",1983,962643,689904.8681,12
"699","Copper","Sockeye",1984,1665949,837471.7362,12
"700","Copper","Sockeye",1985,1121383,644071.2164,12
"701","Copper","Sockeye",1986,1943552,512181.0056,12
"702","Copper","Sockeye",1987,1709543,505998.9939,12
"703","Copper","Sockeye",1988,1755011,495779.976,12
"704","Copper","Sockeye",1989,1982777,581067.3784,12
"705","Copper","Sockeye",1990,1657982,619668.0198,12
"706","Copper","Sockeye",1991,2878964,567389.9221,12
"707","Copper","Sockeye",1992,3102759,558331.0406,12
"708","Copper","Sockeye",1993,2303628,652721.1081,12
"709","Copper","Sockeye",1994,1452968,614989.2834,12
"710","Copper","Sockeye",1995,1638422,528715.4215,12
"711","Copper","Sockeye",1996,1916383,674836.3295,12
"712","Copper","Sockeye",1997,1596773,900332.7069,12
"713","Copper","Sockeye",1998,1911922,635380.7972,12
"714","Copper","Sockeye",1999,1586662,648887,12
"715","Copper","Sockeye",2000,2330999,537592,12
"716","Copper","Sockeye",2001,2204284,680513,12
"717","Copper","Sockeye",2002,2909184,732389,12
"718","Copper","Sockeye",2003,1292452,653564,12
"719","Copper","Sockeye",2004,1183051,586275,12
"720","Copper","Sockeye",2005,1266774,633006.3006,12
"721","Copper","Sockeye",2006,2395210,777091,12
"722","Copper","Sockeye",2007,3025008,786932,12
"723","Copper","Sockeye",2008,2237922,615240,12
"724","Copper","Sockeye",2009,3033238,605329,12
"725","Copper","Sockeye",2010,2697904.5,668184,12
"731","Cultus","Sockeye",1950,108361,18546,13
"733","Cultus","Sockeye",1952,44424,11309,13
"734","Cultus","Sockeye",1953,63669,4930,13
"735","Cultus","Sockeye",1954,71295,10476,13
"736","Cultus","Sockeye",1955,281084,16711,13
"737","Cultus","Sockeye",1956,37505,8469,13
"738","Cultus","Sockeye",1957,28083,12236,13
"739","Cultus","Sockeye",1958,51030,7017,13
"740","Cultus","Sockeye",1959,53023,29845,13
"741","Cultus","Sockeye",1960,23939,9431,13
"742","Cultus","Sockeye",1961,6148,6554,13
"743","Cultus","Sockeye",1962,36742,16352,13
"744","Cultus","Sockeye",1963,138448,10504,13
"745","Cultus","Sockeye",1964,71400,5787,13
"746","Cultus","Sockeye",1965,21020,1512,13
"747","Cultus","Sockeye",1966,45065,8614,13
