"","species","stock","log_a_med","log_a_LCI","log_a_UCI","gamma_med","gamma_LCI","gamma_UCI","w_med","w_LCI","w_UCI","min_ESS","min_Rhat"
"25%...255","Chinook","Harrison-Chinook",0.970203238895102,0.581094161345315,1.53547820577705,0.5,0.155896568666157,0.844103431333843,0.0171602894358907,-0.552556068702291,0.571443162388851,1.00538184334045,Inf
"25%...256","Chinook","Lower Shuswap-Chinook",0.798265087840308,0.414576075054248,1.15944058148416,0.5,0.284979809702623,0.715020190297377,0.0155401730847408,-0.576455512277716,0.601456439915678,1.01043051599168,Inf
"25%...257","Chinook","Nicola-Chinook",0.230615119176251,0.0568985591250875,0.385281748157183,0.5,0.389219055081957,0.610780944918043,-0.00143746248387869,-0.658102406208001,0.664449216257934,1.00781557013295,Inf
"25%...258","Chinook","Bear Valley Creek-Chinook",0.487889624810024,-0.241688855516533,1.32316375846483,0.5,0.129475302994943,0.870524697005057,-0.0264145550465278,-0.615303127550871,0.533516344839382,1.01641100918456,Inf
"25%...259","Chinook","Big Creek-Chinook",0.593947075984022,-0.143314353555926,1.37692033926975,0.5,0.22607872042393,0.77392127957607,0.0333757966166101,-0.532877420969557,0.566743103264407,1.02089648848803,Inf
"25%...260","Chinook","Camas Creek-Chinook",0.587725285449302,-0.212527690516299,1.87005712940398,0.5,0.0436313088400762,0.956368691159924,-0.00363340535875199,-0.587366448202902,0.543876588903546,1.01709261534774,Inf
"25%...261","Chinook","Catherine Creek-Chinook",0.675531950899508,-0.170937760066192,1.64107726885914,0.5,0.0523745685428794,0.947625431457121,-0.0118964384232116,-0.696530945069771,0.649376179779521,1.01876815613148,Inf
"25%...262","Chinook","East Fork Salmon River-Chinook",0.5640518228963,-0.297361749481476,1.84075386776554,0.5,0.0118225426843362,0.988177457315664,-0.00424633623593646,-0.553550846815893,0.561482059386162,1.03140483504584,Inf
"25%...263","Chinook","Grande Ronde River Upper Mainstem-Chinook",1.00988142211308,0.400608600293376,1.80280192804946,0.5,0.266199278185768,0.733800721814232,-0.0313495830506857,-0.587897165746828,0.511631996266857,1.01063543634191,Inf
"25%...264","Chinook","Imnaha River Mainstem-Chinook",0.731996011568742,0.453982317735349,1.02280606213679,0.5,0.390422902978331,0.609577097021669,0.00458046787220213,-0.623200915958617,0.600750336314222,1.00644905792668,Inf
"25%...265","Chinook","Lemhi River-Chinook",0.365940650634151,-0.298464806366225,1.05559205445972,0.5,0.241978795705434,0.758021204294566,-0.00401345417806543,-0.623061476191255,0.589972836957285,1.00848877307672,Inf
"25%...266","Chinook","Loon Creek-Chinook",0.820609189086657,0.28839326712801,1.4276091759363,0.5,0.382676631531213,0.617323368468787,-0.00654415779120131,-0.597883043032744,0.622572819536744,1.00552606730394,Inf
"25%...267","Chinook","Marsh Creek-Chinook",0.693761466727333,-0.178602806588895,1.93091171577125,0.5,0.0785787256772772,0.921421274322723,0.00998446932811821,-0.586978503898784,0.583516653955105,1.01741108241396,Inf
"25%...268","Chinook","Methow River-Chinook",0.657208380910392,0.313321616026922,1.04043374738798,0.5,0.447249024125891,0.552750975874109,0.0202225318948909,-0.595128948326622,0.628675423563942,1.00762162409808,Inf
"25%...269","Chinook","Middle Fork Salmon River Lower Mainstem-Chinook",0.92225595095291,0.237460391455735,1.66319726882828,0.5,0.322483429070768,0.677516570929232,-0.00543386091026708,-0.636174812765595,0.608926784816137,1.00469256081634,Inf
"25%...270","Chinook","Middle Fork Salmon River Upper Mainstem-Chinook",0.963988297854116,-0.103339443565805,1.59232701001373,0.5,0.118184129640248,0.881815870359752,-0.00495150063226873,-0.557706767241467,0.570157678989902,1.01206795825831,Inf
"25%...271","Chinook","Salmon River Lower Mainstem-Chinook",0.402873282051672,-0.214129762734931,0.981401349743483,0.5,0.240348670985728,0.759651329014272,-0.0132781772119983,-0.618521780437784,0.623301368407966,1.00378456412093,Inf
"25%...272","Chinook","Salmon River Upper Mainstem-Chinook",1.05530801690898,0.552403833461592,1.57727840080308,0.5,0.322828315164285,0.677171684835715,0.0214107432658314,-0.569708364791163,0.629814823384491,1.00853383257056,Inf
"25%...273","Chinook","Secesh River-Chinook",0.382304034302468,0.146817122572663,0.636409862616574,0.5,0.430350290839139,0.569649709160861,-0.00338392172364984,-0.593509633966008,0.600764096744205,1.00703126456438,Inf
"25%...274","Chinook","South Fork Salmon River-Chinook",0.18301693714023,-0.0910204699715078,0.499128893356165,0.5,0.373196416198,0.626803583802,-0.00452887448285615,-0.645869450347733,0.631390573957192,1.01719688784628,Inf
"25%...275","Chinook","Sulphur Creek-Chinook",0.739815830597064,0.0835233354556729,1.50813641005044,0.5,0.30540615813944,0.69459384186056,0.0107829882598761,-0.618375622615784,0.624502423527374,1.01221352628448,Inf
"25%...276","Chinook","Tucannon River-Chinook",1.05498258798331,0.688175257575659,1.41068062026375,0.5,0.427188637600193,0.572811362399807,0.0209351202458305,-0.647921670201616,0.666057340697609,1.00402889292116,Inf
"25%...277","Chinook","Valley Creek-Chinook",0.582318497061761,-0.247949386763535,1.76887403650855,0.5,0.043888442480266,0.956111557519734,-0.010909374278713,-0.600882821812615,0.56050949751299,1.01868883806811,Inf
"25%...278","Chinook","Wallowa/Lostine Rivers-Chinook",0.906981892167166,0.298379044004395,1.55976069659077,0.5,0.221053247764686,0.778946752235314,0.0199347517867243,-0.563239405199582,0.606890916292267,1.02116205862225,Inf
"25%...279","Chinook","Wenaha River-Chinook",0.26383260554439,-0.166504065255822,0.895101961684512,0.5,0.174568390222379,0.825431609777621,-0.0237364158221379,-0.63302234462603,0.610527319835493,1.00714837069846,Inf
"25%...280","Chinook","Wenatchee River-Chinook",0.485888482432408,0.128134067534363,0.876241893410391,0.5,0.388632235992681,0.611367764007319,0.00245721659527707,-0.655694380082584,0.661378335731602,1.00664454696436,Inf
"25%...281","Chinook","Yankee Fork-Chinook",1.05796827022053,0.137429913635521,2.27862368714146,0.5,0.289929996971662,0.710070003028338,-0.0253986070165194,-0.673991123189651,0.645072969208697,1.00706840022933,Inf
"25%...282","Chinook","Cedar River-Chinook",1.25720765946755,0.662672829192877,1.88708442526054,0.5,0.346233623841044,0.653766376158956,0.0202004708131681,-0.740109137869798,0.745231261056947,1.00771789180043,Inf
"25%...283","Chinook","Green River-Chinook",0.49373556824419,-0.399860955618754,1.13315935803546,0.5,0.238807793621001,0.761192206378999,0.012875731274706,-0.551698827446199,0.585084719370565,1.01271630997311,Inf
"25%...284","Chinook","Lower Sauk River-Chinook",1.76346279879092,1.35737179237649,2.26670893737935,0.5,0.345220859342073,0.654779140657927,0.0134196537130003,-0.683502607446841,0.696689708960345,1.01014869198385,Inf
"25%...285","Chinook","Lower Skagit River-Chinook",1.53918545492801,1.08251890482481,2.10291867439902,0.5,0.295145451936218,0.704854548063782,-0.00828721394655493,-0.641227160363232,0.63535215489733,1.01001232465678,Inf
"25%...286","Chinook","Mid-Hood Canal-Chinook",1.53106270175381,0.811595969458694,2.34658319128191,0.5,0.248741320689529,0.751258679310471,0.000756634326609053,-0.676724367993851,0.657623152702641,1.03794199281164,Inf
"25%...287","Chinook","Nisqually River-Chinook",2.43100670258299,1.53472576668868,3.13517897170606,0.5,0.265927300592235,0.734072699407765,-0.0273852848620934,-0.585153039657027,0.55189291222039,1.00871910431619,Inf
"25%...288","Chinook","North Fork Stillaguamish River-Chinook",1.62168375496633,1.07113457685441,2.1537564700027,0.5,0.428947810157419,0.57105218984258,-0.000891570391300167,-0.795208890626004,0.812149856850282,1.00461764961176,Inf
"25%...289","Chinook","Puyallup River-Chinook",1.3292351704504,0.886675270458883,1.72027337571585,0.5,0.39416592635932,0.60583407364068,-0.00842416746919394,-0.683814299547382,0.711507256155721,1.0061884188718,Inf
"25%...290","Chinook","Skokomish River-Chinook",1.04272229666323,0.60275258977547,1.60122153089437,0.5,0.35704640862596,0.64295359137404,-0.03154633828891,-0.620180585437049,0.555367220149189,1.00889754563455,Inf
"25%...291","Chinook","Skykomish River-Chinook",1.64082292105895,1.11103004639475,2.16466679012777,0.5,0.3250998669593,0.6749001330407,-0.00630002088895743,-0.573383396668282,0.549886448440165,1.00814479909309,Inf
"25%...292","Chinook","Snoqualmie River-Chinook",1.70406649544123,1.20878264157444,2.04181732157267,0.5,0.249539075276323,0.750460924723677,-0.0124647283705411,-0.566720800913539,0.547407207323784,1.00499611869401,Inf
"25%...293","Chinook","South Fork Stillaguamish River-Chinook",1.59829762276625,1.03598525193905,2.13177438743762,0.5,0.436746000327288,0.563253999672712,-0.00834022801197741,-0.699732550374108,0.688173514868743,1.0027529429956,Inf
"25%...294","Chinook","Suiattle River-Chinook",1.52689563886361,0.887828749203922,2.17028387868717,0.5,0.127597041487969,0.872402958512031,-0.000292963162168293,-0.521609510477755,0.532932269905963,1.01494255857014,Inf
"25%...295","Chinook","Upper Sauk River-Chinook",1.24464627506463,0.614629810817546,2.39551022878638,0.5,0.0865523673347716,0.913447632665228,-0.0144644562791199,-0.79179198627024,0.767468515148947,1.02449425176306,Inf
"25%...296","Chinook","Upper Skagit River-Chinook",2.46766139321529,2.12541398448505,3.44589687701582,0.5,0.0014202436722974,0.998579756327703,0.00929068228262495,-0.51022676451983,0.540319280101277,1.0094059103827,Inf
"25%...297","Chinook","White River-Chinook",-0.00127230992674017,-0.519098857622147,0.477418853176878,0.5,0.408298139390838,0.591701860609162,-0.00778519071059224,-0.639405194287105,0.659859234714377,1.00663949735755,Inf
"25%...298","Chinook","Clackamas River-Chinook",2.08463281620779,1.87089961619509,2.31319676300981,0.5,0.398987115574088,0.601012884425912,0.029880145319986,-0.679648987308859,0.706937326516209,1.01034711098743,Inf
"25%...299","Chinook","Elochoman River-Chinook",1.76420120335048,1.18787163645859,2.53085300968323,0.5,0.284299720023844,0.715700279976156,0.0109102125721903,-0.718387490058677,0.726241920149331,1.00822625129791,Inf
"25%...300","Chinook","Grays and Chinook Rivers-Chinook",1.31653043141947,0.857967418089986,1.81323769036422,0.5,0.357467232102586,0.642532767897414,0.0328746585965038,-0.602005445821458,0.648771807313485,1.01171687817732,Inf
"25%...301","Chinook","Kalama River-Chinook",1.45722438765417,1.10980359979036,1.87918789471194,0.5,0.386085784075923,0.613914215924077,0.01105860701389,-0.689450673423214,0.658750114815764,1.00900943310941,Inf
"25%...302","Chinook","Lewis River Fall-run-Chinook",0.918594708725447,0.627379160396557,1.20279240398863,0.5,0.470347005217937,0.529652994782063,0.0171002339694778,-0.645944579401665,0.667861577970893,1.00566104806581,Inf
"25%...303","Chinook","Lewis River Late fall-Chinook",1.74988889390438,1.50282237011048,1.97319259985559,0.5,0.369474859767583,0.630525140232417,0.101459538795287,-0.502639989190399,0.823393328278054,1.33203205123092,Inf
"25%...304","Chinook","Lower Cowlitz River-Chinook",0.693899583240403,0.24984663888186,1.13525346219733,0.5,0.369232277676202,0.630767722323798,0.0216736362953849,-0.598908494886765,0.619282924496406,1.00996154852583,Inf
"25%...305","Chinook","McKenzie River-Chinook",1.555177203612,1.2791973598499,2.15046893501719,0.5,0.117151698365781,0.882848301634219,-0.00834322081074858,-0.616989001621871,0.635060686297101,1.03348112766814,Inf
"25%...306","Chinook","Toutle River-Chinook",1.40487957519767,0.815615580724443,1.9692917469455,0.5,0.303133006472015,0.696866993527985,0.0178539129620483,-0.573621393947273,0.59359453857633,1.01195904458083,Inf
"25%...307","Chinook","Upper Gorge Tributaries-Chinook",1.41721711910107,0.47811820999303,2.26422220399858,0.5,0.311708684585636,0.688291315414364,0.000258765357103875,-0.56422685551449,0.560798075556998,1.00963203001239,Inf
"25%...308","Chinook","White Salmon River-Chinook",0.664449143551356,-0.00535410775265641,1.30337442756228,0.5,0.401267259020394,0.598732740979606,0.0133149576060668,-0.631282310265722,0.657906917968135,1.00667829195369,Inf
"25%...309","Coho","Clackamas River-Coho",1.4748683305156,0.778885089876114,2.07803526968962,0.5,0.23191771974209,0.76808228025791,0.0209641297386056,-0.71061389526766,0.729265989255943,1.00777209044582,Inf
"25%...310","Coho","Sandy River-Coho",1.22766175618739,0.860284491113816,1.64701033925578,0.5,0.39905511389757,0.60094488610243,0.00254692241095471,-0.662539588937092,0.637185568506342,1.00775006743012,Inf
"25%...311","Coho","OCN Rivers-Coho",1.09251599296468,0.461363908817403,1.67057246898615,0.5,0.0109230172355709,0.989076982764429,0.0138749551556906,-0.72276123787063,0.771790508509259,1.00634360836061,Inf
"25%...312","Coho","OCN Lakes-Coho",1.21322658588111,0.589029282111077,1.87741840521339,0.5,0.000436272778274163,0.999563727221726,0.00502119184342657,-0.572491370717318,0.582642964515743,1.04458443503247,Inf
"25%...313","Coho","Clackamas River Early-Coho",1.27480327598778,0.873755046827633,1.64587510960218,0.5,0.360327737632528,0.639672262367472,-0.0107435203045363,-0.686565496178699,0.688354287660225,1.00304835957202,Inf
"25%...314","Coho","Clackamas River Late-Coho",0.97326737265732,0.373777115026587,1.52544651872287,0.5,0.397136063144018,0.602863936855982,0.00204299418503086,-0.632260780135683,0.663235499780117,1.00545531790419,Inf
