"","species","stock","log_a_med","log_a_LCI","log_a_UCI","gamma_med","gamma_LCI","gamma_UCI","w_med","w_LCI","w_UCI","min_ESS","min_Rhat"
"25%...127","Chum","Nushagak-Chum",1.19642959847908,0.94525375560757,1.40984522233988,0.5,0.305580909455063,0.694419090544937,0.0047304942949465,-0.596813822512728,0.596725146915359,1.01862391434974,Inf
"25%...128","Chum","Togiak-Chum",1.86368783308079,1.47461291389421,2.21360507135256,0.5,0.340146945352195,0.659853054647805,0.0211736109492731,-0.631590829027074,0.643544492327148,1.01057298644559,Inf
"25%...129","Chum","Yukon-Chum",0.867103569339842,0.584900637953142,1.11800781155299,0.5,0.378960001293953,0.621039998706048,-0.013875885504977,-0.753010762616631,0.721221005685407,1.00526040324906,Inf
"25%...130","Chum","Anvik-Chum",1.05112954997892,0.787513494432391,1.27829343356028,0.5,0.375297788665035,0.624702211334965,0.00638690806057806,-0.601397096711457,0.629396221991568,1.03682444821734,Inf
"25%...131","Chum","Andreafsky-Chum",0.710326999070246,0.382432762391092,1.03544109937991,0.5,0.376990079892971,0.623009920107029,-0.0283968681375123,-0.6311223045036,0.561385230355121,1.00783138036803,Inf
"25%...132","Chum","Norton Sound-Chum",1.37889833978998,1.17364405923628,1.60080820426243,0.5,0.394893433813153,0.605106566186847,-0.0202646067974934,-0.643440277920284,0.652433181496514,1.00792820608424,Inf
"25%...133","Chum","Kwiniuk Inlet-Chum",1.07988342669941,0.794141503110175,1.38454049236421,0.5,0.393753772492948,0.606246227507052,-0.00247057607676055,-0.641457835357355,0.595324719889505,1.00939261539957,Inf
"25%...134","Chum","Kotzebue-Chum",1.07448257179951,0.679514766893748,1.37935273647297,0.5,0.254811819161303,0.745188180838697,0.011256971816384,-0.597272682765142,0.604985717607195,1.00707937811015,Inf
"25%...135","Pink-Odd","Puyallup-Pink-Odd",0.89779044031878,0.511679087190588,1.40585727486966,0.5,0.340964429151994,0.659035570848006,0.0208389963522137,-0.722855349126282,0.772303894276363,1.00661291697999,Inf
"25%...136","Pink-Odd","Hood Canal-Pink-Odd",0.987458104429273,0.132039911257553,1.96926235426132,0.5,0.0517427420010463,0.948257257998954,-0.0157694904875435,-1.38093091986457,1.39862824588336,1.01047140265212,Inf
"25%...137","Pink-Odd","Snohomish-Pink-Odd",0.98102741412784,0.572582086367486,1.82389191423449,0.5,0.161208033154018,0.838791966845982,0.0114958957862197,-1.21125752759959,1.19230093707399,1.02063380261425,Inf
"25%...138","Pink-Odd","Dungeness-Pink-Odd",0.742137402912448,-0.183132584614457,1.69867696072973,0.5,0.0894211175307519,0.910578882469248,0.0121029231257551,-1.06679477825124,1.03971520827759,1.00797764988246,Inf
"25%...139","Pink-Odd","Stillaguamish-Pink-Odd",0.98417582703683,0.489670461996189,1.58857970340218,0.5,0.267951931233333,0.732048068766667,-0.0340517182141167,-1.01016385573062,1.01003716624015,1.0106737838787,Inf
"25%...140","Pink-Odd","Skagit-Pink-Odd",1.50462889209367,0.901828503674281,2.08122590545325,0.5,0.176639625436956,0.823360374563044,-0.0485106267767847,-1.16257884690436,1.1159687418472,1.00574224628571,Inf
"25%...141","Pink-Odd","Nooksack-Pink-Odd",1.50814349794294,0.94855470066319,2.08855785197625,0.5,0.253776100969959,0.746223899030041,-0.0147280993724642,-1.00063323695831,1.0129630685347,1.01153503910215,Inf
"25%...142","Pink-Odd","Nisqually-Pink-Odd",1.22347419020975,0.4004607536655,3.88249962854023,0.5,0.0477449854029614,0.952255014597039,0.011889598350306,-1.15164930640758,1.17098214685393,1.0093399739733,Inf
"25%...143","Pink-Odd","S South Misc.-Pink-Odd",1.06103648320709,0.296292079590619,2.02212412569477,0.5,0.107259417447219,0.892740582552781,0.0181085556992538,-1.26224324884383,1.25105341806939,1.00580704723745,Inf
"25%...144","Pink-Odd","Fraser-Pink-Odd",1.79338437552444,1.52205171179689,2.08600426922883,0.5,0.353396101287972,0.646603898712028,0.00815719414188465,-0.660308029508587,0.621058051622193,1.00757601753595,Inf
"25%...145","Pink-Even","BC South (no Fraser)-Pink-Even",1.24366528559614,0.78509405366581,1.67942113930078,0.5,0.208305430795332,0.791694569204668,-0.0152376954839041,-0.886092730035754,0.87808119692007,1.01662852246296,Inf
"25%...146","Pink-Odd","BC South (no Fraser)-Pink-Odd",1.42190782626838,0.940015545453137,1.93199697647766,0.5,0.0091782218412124,0.990821778158788,-0.0125901454656399,-1.10979761454918,1.11511371635348,1.00572651913414,Inf
"25%...147","Pink-Even","Area 10-Pink-Even",1.45402347863402,0.61699370402128,2.21353374197231,0.5,0.25727558288976,0.74272441711024,-0.00213307288028785,-0.718213667268324,0.717102146753459,1.00763442930005,Inf
"25%...148","Pink-Odd","Area 10-Pink-Odd",0.351382094586446,-0.971525468020926,0.676124863824724,0.5,0.00552261945854142,0.994477380541459,-0.0435162212225165,-0.633566990030815,0.589310430042101,1.05431572045312,Inf
"25%...149","Pink-Even","Area 9-Pink-Even",0.320086635407824,-0.364764081648285,1.03083529901109,0.5,0.0333239034833208,0.966676096516679,0.0134806823274305,-1.01127502150632,1.05344788983878,1.00403490531588,Inf
"25%...150","Pink-Odd","Area 9-Pink-Odd",0.552366887784023,-0.0255790223138457,1.25875043122031,0.5,0.292608298232724,0.707391701767276,0.005655673275788,-0.778723750975807,0.747275799773023,1.00540809906007,Inf
"25%...151","Pink-Even","Area 8-Pink-Even",0.691470758310988,-0.35096099289804,1.52532831589421,0.5,0.00299857427741246,0.997001425722588,-0.0181928334857527,-1.05062287673729,0.995727237140744,1.00799326383195,Inf
"25%...152","Pink-Odd","Area 8-Pink-Odd",1.19696034028882,0.742551339651626,1.62943274389844,0.5,0.0165626709556595,0.98343732904434,-0.0228550570436099,-1.15181676565283,1.13732140727006,1.01743892335775,Inf
"25%...153","Pink-Even","Area 7-Pink-Even",0.940861174483986,0.575788978493246,1.38106322015695,0.5,0.342552645413469,0.657447354586531,-0.0252625785359834,-0.766654756584518,0.754464510833464,1.00961338214583,Inf
"25%...154","Pink-Odd","Area 7-Pink-Odd",1.2563463146804,0.869065070611649,1.71347655449602,0.5,0.00736572049279718,0.992634279507203,0.00527218209765264,-0.995004643387457,0.985040006461586,1.00702004810698,Inf
"25%...155","Pink-Even","Area 6-Pink-Even",0.885381611991216,0.184477152358428,1.70520936151778,0.5,0.0158902812777821,0.984109718722218,0.0208844456612427,-1.09276496113669,1.13931014417935,1.02432097260998,Inf
"25%...156","Pink-Odd","Area 6-Pink-Odd",1.01687760885183,0.49526030650609,1.55509164907012,0.5,0.137336838458724,0.862663161541276,0.0225180250830243,-0.831792238438883,0.899998290930056,1.01348056730126,Inf
"25%...157","Pink-Even","Area 5-Pink-Even",0.93459578625669,0.455827206385016,1.45372074530041,0.5,0.24459888613509,0.75540111386491,-0.032469608069603,-0.904933351007216,0.849333530125045,1.0090331968183,Inf
"25%...158","Pink-Odd","Area 5-Pink-Odd",1.07074462206182,0.53494346404102,1.55768316359298,0.5,0.0014672719296696,0.99853272807033,0.0144782483108711,-0.864243389961959,0.896784472456174,1.01196964823564,Inf
"25%...159","Pink-Even","Area 4-Pink-Even",1.36517627892937,0.58144643600927,2.25320357083833,0.5,0.113710884351473,0.886289115648527,0.00198648963460714,-0.951898826183204,0.928519086124374,1.03143662434582,Inf
"25%...160","Pink-Odd","Area 4-Pink-Odd",1.49697670770432,0.982409753218137,1.93670891264383,0.5,0.260448433824966,0.739551566175034,0.000320580913143426,-0.795522320017231,0.812048930518491,1.00708724221581,Inf
"25%...161","Pink-Even","Area 3-Pink-Even",1.05200017663253,0.428073458665543,1.56433701361827,0.5,0.0661822291160286,0.933817770883971,0.0245767855880448,-0.945942223163785,0.966393960179911,1.01728872674776,Inf
"25%...162","Pink-Odd","Area 3-Pink-Odd",1.48657773432346,1.20414231221891,1.76566343178436,0.5,0.35069605513546,0.64930394486454,0.0105852540349455,-0.637496915089393,0.707031269450384,1.00299178254063,Inf
"25%...163","Pink-Even","Area 2W-Pink-Even",1.24055256501421,0.77159666983809,2.0552775168104,0.5,0.0233387028121392,0.976661297187861,0.00121143715935828,-1.09303744923917,1.13526880103047,1.007611393228,Inf
"25%...164","Pink-Even","Area 2E-Pink-Even",0.93519184145784,0.594761153745873,1.56880769415701,0.5,0.0598272040755896,0.94017279592441,0.0587065520037787,-1.05329778655487,1.10478001133065,1.02377449585987,Inf
"25%...165","Pink-Odd","Area 2E-Pink-Odd",-0.0326094891336874,-0.532952840294773,0.344489651621668,0.5,0.363988968212967,0.636011031787033,0.00130877931109516,-0.653697307998979,0.647278650285185,1.00768688086247,Inf
"25%...166","Pink-Even","Area 1-Pink-Even",0.887703378286322,0.389664095793799,1.41944855375271,0.5,0.201772455713102,0.798227544286898,-0.0257647412207629,-0.973965997428577,0.960892088657542,1.00441482391342,Inf
"25%...167","Pink-Even","S SEAK-Pink-Even",1.62005200009237,1.33107532389463,2.01125577305526,0.5,0.201351122960659,0.798648877039341,0.0368235397662508,-0.952436192680316,0.959509988027954,1.00998862807262,Inf
"25%...168","Pink-Odd","S SEAK-Pink-Odd",1.23449143638962,0.828732103129301,1.75133001423657,0.5,0.0451676646550571,0.954832335344943,0.0290110925750086,-1.14808294784009,1.18472729053663,1.00509556211215,Inf
"25%...169","Pink-Even","N SEAK Outside-Pink-Even",0.616387971542221,0.128572289951339,1.15340308398594,0.5,0.0413592403980196,0.95864075960198,-0.0276352190328652,-0.919345114223236,0.898461118177879,1.0062697547678,Inf
"25%...170","Pink-Odd","N SEAK Outside-Pink-Odd",0.949923261002549,0.553064005933155,1.69332152744349,0.5,0.0377212931205512,0.962278706879449,-0.0148089345097377,-1.25140647303825,1.25945827783691,1.01457073938145,Inf
"25%...171","Pink-Even","N SEAK Inside-Pink-Even",1.09151446478782,0.63261188140857,1.55855343276312,0.5,0.173343262686278,0.826656737313722,0.0224506391821375,-0.959288592258062,1.00141804722309,1.00819136260197,Inf
"25%...172","Pink-Odd","N SEAK Inside-Pink-Odd",1.01684706883995,0.641398518320935,1.42272946905317,0.5,0.23323775177967,0.76676224822033,-0.018717563590295,-0.991053212633043,1.0064593567382,1.00972676967966,Inf
"25%...173","Pink-Even","Situk-Pink-Even",1.16351638037667,0.361778087864419,1.94669299027954,0.5,0.126610763033314,0.873389236966686,0.00675287514530473,-0.931758319806329,0.923652930393752,1.00623598014949,Inf
"25%...174","Pink-Odd","Situk-Pink-Odd",1.11916007683673,0.354491502373629,1.69234571939433,0.5,0.112955054480892,0.887044945519108,0.0311662991100828,-0.981551698864319,1.08779119538604,1.00242296399273,Inf
"25%...175","Pink-Even","Humpy-Pink-Even",1.29202449026207,0.861101334894682,1.69156513769379,0.5,0.330980253568567,0.669019746431433,-0.0202628245747764,-0.660239442288713,0.640584388939974,1.00515843839772,Inf
"25%...176","Pink-Odd","Humpy-Pink-Odd",1.83666887986104,0.873341870415791,2.63081178270059,0.5,0.0558903296144861,0.944109670385514,0.0287169447807862,-0.706263602073109,0.729006403411318,1.01394415062163,Inf
"25%...177","Pink-Even","PWS-Pink-Even",1.27649498227786,0.790460592995471,1.7298228192603,0.5,0.16405395371962,0.83594604628038,0.0702923518634433,-0.988483125207226,1.06825027606137,1.00376049390428,Inf
"25%...178","Pink-Odd","PWS-Pink-Odd",1.26228799771875,0.964112425514748,1.69040843736871,0.5,0.139386555391986,0.860613444608014,-0.0352338207031212,-0.997350721281946,0.978800098846859,1.00756643150104,Inf
"25%...179","Pink-Even","S CIn-Pink-Even",0.781022759076646,0.422563795363796,1.13002788696223,0.5,0.201273174229668,0.798726825770332,-0.0101755835464427,-0.937613917640747,0.924688004580505,1.01667575968773,Inf
"25%...180","Pink-Odd","S CIn-Pink-Odd",0.85474440017661,0.0655293856288515,1.43385728729705,0.5,0.184519072237679,0.815480927762321,0.00892920007023827,-0.958086819570394,1.00307501437388,1.01079557546272,Inf
"25%...181","Pink-Even","Outer CIn-Pink-Even",1.18845761454484,0.648765454031551,1.67574975810349,0.5,0.208029955773334,0.791970044226666,-0.0359110840569701,-0.753266366152557,0.728141171294995,1.00677712867729,Inf
"25%...182","Pink-Odd","Outer CIn-Pink-Odd",1.17771813914359,0.663560085156315,1.67683363270294,0.5,0.334107713672716,0.665892286327284,-0.0135918428494345,-0.714516574122922,0.724079899527566,1.00954850146037,Inf
"25%...183","Pink-Even","Kamishak-Pink-Even",0.935678728916957,-0.0895823833166484,2.02817455821033,0.5,0.0273554198759957,0.972644580124004,-0.0148616395775508,-0.982419748006343,0.989292391806314,1.01149794848738,Inf
"25%...184","Pink-Odd","Kamishak-Pink-Odd",0.984846790426409,-0.0967186741172752,1.85095758289364,0.5,0.196875391258836,0.803124608741164,-0.0319867588944445,-0.840062760720039,0.794239857851489,1.0104829343779,Inf
"25%...185","Pink-Even","Afognak-Pink-Even",2.20799911208718,1.89169702243318,2.57416088040969,0.5,0.207246176999523,0.792753823000477,0.0144151010761686,-0.735111208427532,0.731118269871289,1.00781860475454,Inf
"25%...186","Pink-Odd","Afognak-Pink-Odd",1.90298732134683,1.53664276578568,2.27606972615025,0.5,0.341394234412876,0.658605765587124,0.000514768337636073,-0.684602021506059,0.68607115309804,1.00668687023683,Inf
"25%...187","Pink-Even","W Kod-Pink-Even",1.39332119144501,1.1026940439075,1.75687365828695,0.5,0.148919147923302,0.851080852076698,0.004516792118338,-0.863606232951499,0.898461129794019,1.01743525158614,Inf
"25%...188","Pink-Odd","W Kod-Pink-Odd",1.51476633438829,1.19506043591579,1.87708120227576,0.5,0.305542667373579,0.694457332626421,0.00713072047024479,-0.805406130297026,0.772849907415526,1.00740610395374,Inf
"25%...189","Pink-Even","Alitak-Pink-Even",1.08396586239774,0.685012217987185,1.83177930950365,0.5,0.0411442323003282,0.958855767699672,0.0121515227824127,-1.05139371739669,1.0622497464787,1.03531501602687,Inf
"25%...190","Pink-Odd","Alitak-Pink-Odd",1.50498539422646,1.05217743492029,1.9783812906934,0.5,0.207483976769396,0.792516023230604,-0.00424519479137471,-0.900037510700059,0.86746713133248,1.0123426075363,Inf
"25%...191","Pink-Even","E Kod-Pink-Even",0.938021956852336,0.511435775267106,1.33672552923867,0.5,0.154726875468492,0.845273124531508,0.036122834273161,-0.955805219111677,1.04479840372436,1.01018593170584,Inf
"25%...192","Pink-Odd","E Kod-Pink-Odd",1.36217244969961,0.973697742512444,1.80081580298042,0.5,0.0790078758234539,0.920992124176546,-0.0158642871265717,-0.91995674349193,0.93818137222389,1.00744847105319,Inf
"25%...193","Pink-Even","Mainland Kod-Pink-Even",1.09167610567806,0.797401836564012,1.41689122538247,0.5,0.0780923982784317,0.921907601721568,-0.000790374125809318,-0.961608434828904,0.965967305814768,1.0273382303498,Inf
"25%...194","Pink-Odd","Mainland Kod-Pink-Odd",0.702281767557864,0.3896465138433,1.06137761416049,0.5,0.327734351957025,0.672265648042975,-0.0163895035339619,-0.805323195673369,0.739197500345411,1.0069567295718,Inf
"25%...195","Pink-Even","Chignik Bay-Pink-Even",2.78514401789307,2.27177304255916,3.35457866369086,0.5,0.269977861662213,0.730022138337787,0.00652310905174258,-0.69341431045111,0.653131793754944,1.00681430019735,Inf
"25%...196","Pink-Odd","Chignik Bay-Pink-Odd",2.49482893514447,1.99244080719295,4.16496854265736,0.5,0.00257088875473451,0.997429111245266,0.0109744171403297,-0.667728060901247,0.684758217393514,1.06810500604486,Inf
"25%...197","Pink-Even","Central Chig-Pink-Even",1.28629050798902,0.85351772536319,1.7285455504694,0.5,0.388130078125576,0.611869921874424,-0.00606669716675158,-0.767270432784824,0.777105729804373,1.00761227319487,Inf
"25%...198","Pink-Odd","Central Chig-Pink-Odd",0.954532939218134,0.485007897426997,1.55627781448254,0.5,0.266273171634205,0.733726828365795,0.033534327773209,-0.846416824186427,0.892964604573766,1.01843198588934,Inf
"25%...199","Pink-Even","E Chig-Pink-Even",0.868932238233542,0.570966912210921,1.21471620821555,0.5,0.403446180913625,0.596553819086375,0.0215584915447433,-0.679958285292333,0.723840073421391,1.00583579518419,Inf
"25%...200","Pink-Odd","E Chig-Pink-Odd",0.661847443727668,0.174550394240945,1.3708313130138,0.5,0.112464779557387,0.887535220442613,0.0236230344312797,-0.902025292569995,0.91895164334186,1.0228937826026,Inf
"25%...201","Pink-Even","W Chig-Pink-Even",2.35960806902384,1.91950062633226,2.82178596195721,0.5,0.347736504121081,0.652263495878919,-1.60713087552482e-05,-0.733798768103418,0.764381950907676,1.00426793713116,Inf
"25%...202","Pink-Odd","W Chig-Pink-Odd",1.74675785670132,1.35301399909474,2.2615384150148,0.5,0.307739299995409,0.692260700004591,-0.0230457529568111,-0.769009563670256,0.763596888526801,1.0132773449294,Inf
"25%...203","Pink-Even","Perryville-Pink-Even",1.12991991815,0.353825010944246,1.71982802862941,0.5,0.134068902765592,0.865931097234408,-0.0314947227623801,-0.835395194290703,0.779684901030384,1.04197500564806,Inf
"25%...204","Pink-Odd","Perryville-Pink-Odd",1.05714865849859,0.460836324900559,1.60200201526597,0.5,0.0858103420623669,0.914189657937633,-0.0288538605743872,-0.96200051805752,0.919925414373453,1.00899530013741,Inf
"25%...205","Pink-Even","SE-SC AKPen-Pink-Even",1.36549044738375,0.923810400386765,1.78424481818395,0.5,0.379346253230404,0.620653746769596,-0.00654477166550073,-0.760690159685112,0.796347883648859,1.00564115120532,Inf
"25%...206","Pink-Odd","SE-SC AKPen-Pink-Odd",1.40407707461795,0.954308126448248,1.83368277217207,0.5,0.341563102674398,0.658436897325602,0.0140530154534064,-0.78532590756997,0.828236189061774,1.0177953034266,Inf
"25%...207","Pink-Even","SW-Unimak-Pink-Even",1.29777363171798,0.584960521034352,1.93823014423087,0.5,0.245541683268915,0.754458316731085,-0.00748789451787538,-0.86796713038501,0.833166516457288,1.00835867732852,Inf
"25%...208","Pink-Odd","SW-Unimak-Pink-Odd",1.1977227185983,0.622809041194697,1.76729052047154,0.5,0.271417524898405,0.728582475101595,0.0250901657371131,-0.780406544223032,0.794225986334324,1.00775653509619,Inf
"25%...209","Pink-Even","NW AKPen-Pink-Even",0.870024068477956,0.0647887874520356,2.0368054859079,0.5,0.0837275435821183,0.916272456417882,0.0126615059228129,-0.728384345107344,0.782932760064098,1.01915839848478,Inf
"25%...210","Pink-Odd","NW AKPen-Pink-Odd",0.870857003376921,0.150149378831559,1.70995379430167,0.5,0.305444388416755,0.694555611583245,-0.0196092111292177,-0.851863966873768,0.870192663102702,1.02038773409957,Inf
"25%...211","Pink-Even","Nushagak-Pink-Even",0.895737027702723,0.0469660151009195,1.85933287113605,0.5,0.14314153516513,0.85685846483487,0.0285306442767949,-0.820797276254539,0.861549812407453,1.01654942109953,Inf
"25%...212","Pink-Even","Unalakleet-Pink-Even",2.25164805819169,1.27788994772548,2.96948377399571,0.5,0.256314029603969,0.743685970396031,-0.0165229538744481,-0.674682562571067,0.657050992638523,1.01010209992451,Inf
"25%...213","Pink-Odd","Unalakleet-Pink-Odd",1.04637523053476,0.0441225532009756,2.09433416730328,0.5,0.249965440119308,0.750034559880692,0.0376122749584481,-0.582340851763489,0.635465221675095,1.00922289953619,Inf
"25%...214","Pink-Even","Nome-Pink-Even",1.04737540127421,-0.013603380691908,1.98855735825683,0.5,0.187468524228664,0.812531475771336,-0.00111211126046364,-0.809746374578004,0.80856389847642,1.00646066825685,Inf
"25%...215","Pink-Odd","Nome-Pink-Odd",0.786525867700618,-0.29696519465475,2.27935622086266,0.5,0.120267396122361,0.879732603877639,0.0228385259180493,-1.03339365604068,1.02304653607493,1.01253615082616,Inf
"25%...216","Pink-Even","Moses-Norton-Pink-Even",1.01839262048927,0.473972209760743,1.76191593407952,0.5,0.140893342301977,0.859106657698023,-0.00541750647596097,-1.07926340071234,1.05391101176261,1.00747977920233,Inf
"25%...217","Pink-Odd","Moses-Norton-Pink-Odd",0.729694272324076,-0.186049885370699,1.86119049011742,0.5,0.0763948759863197,0.92360512401368,-0.00734417899239112,-0.930529799596234,0.887789422920654,1.00803801271338,Inf
"25%...218","Coho","Buskin River-Coho",1.04753873205138,0.878486205609814,1.22563739749698,0.5,0.278125460575286,0.721874539424714,0.00331068197323578,-0.707040421178508,0.690867241003865,1.01653223944721,Inf
"25%...219","Coho","Kuskokwim River-Coho",0.768665089798182,0.537106023487573,1.17603923164497,0.5,0.238087586123933,0.761912413876067,-0.00389768693571156,-0.665680310356401,0.602862451463215,1.02603968187721,Inf
"25%...220","Coho","Auke Creek-Coho",1.71287326818506,1.32574291850262,2.13124405159148,0.5,0.374969836694566,0.625030163305434,0.0227421906248566,-0.639260150822668,0.628118092829171,1.00813604908175,Inf
"25%...221","Coho","Berners River-Coho",1.74756372613891,1.52590526263568,2.00879735464022,0.5,0.344031359778092,0.655968640221908,0.00406892722593106,-0.654159724157759,0.680030663440918,1.00478651892118,Inf
"25%...222","Coho","Ford Arm Lake-Coho",1.75047965936786,1.29626842277778,2.3004002324475,0.5,0.176830560034257,0.823169439965743,-0.0108691214496408,-0.677415707474946,0.678847568639888,1.00692069569612,Inf
"25%...223","Coho","Hugh Smith Lake-Coho",1.23932546409387,0.824234341851366,1.66545913143789,0.5,0.209590725331439,0.790409274668561,0.0313503975651892,-0.608684670494038,0.683219496726374,1.04730656744066,Inf
"25%...224","Coho","Akwe River-Coho",2.42906074597156,2.21595197068009,2.61757378095663,0.5,0.384356820186186,0.615643179813814,-0.0183515842678836,-0.705486541682641,0.665672820288904,1.00666850838924,Inf
"25%...225","Coho","East Alsek River-Coho",2.08700882900239,1.88648091196434,2.29366442586348,0.5,0.406887834340459,0.593112165659541,-0.0148689207582606,-0.671852539002171,0.643095544785263,1.00474807560719,Inf
"25%...226","Coho","Italio River-Coho",2.51318151979091,2.06146145140651,2.75834981493687,0.5,0.171238719620389,0.82876128037961,0.0199309814255805,-0.562064507819751,0.613508009360775,1.01723700093985,Inf
"25%...227","Coho","Kaliakh River-Coho",1.76645123130346,1.51012689675111,2.07364117395391,0.5,0.303526611111171,0.696473388888829,0.0062218957076662,-0.62175510172227,0.614839572994479,1.00682751260854,Inf
"25%...228","Coho","Lost River-Coho",2.33684700626335,2.10015496444747,2.65459848328144,0.5,0.295630538268085,0.704369461731915,-0.0236116407617288,-0.748553438197657,0.685528421890722,1.00323868799947,Inf
"25%...229","Coho","Situk River-Coho",3.0596614132558,2.85788123293232,3.25913399975863,0.5,0.419650099192675,0.580349900807325,0.0225984852494652,-0.65527973605591,0.654819747713263,1.01112129509019,Inf
"25%...230","Coho","Tsiu River-Coho",2.1701098709592,1.98030528764484,2.36087952118812,0.5,0.395586664660378,0.604413335339622,0.00754817746484207,-0.60682680615926,0.626985115112419,1.01276404464915,Inf
"25%...231","Coho","Middle_Fraser-Coho",0.663397693684562,0.321335284761992,0.968424888836113,0.5,0.264343962031513,0.735656037968487,-0.0396163731072745,-0.661017407531258,0.608789262967345,5.62790164011838,Inf
"25%...232","Coho","Fraser_Canyon-Coho",1.47228433221283,1.09514846255947,1.83332741672722,0.5,0.373691155744734,0.626308844255266,-0.0252227308604457,-0.638143629713721,0.627620723985197,1.00515264372634,Inf
"25%...233","Coho","Lower_Thompson-Coho",0.851778400986556,0.454459142445028,1.14045218704551,0.5,0.33878976826783,0.66121023173217,-0.00689442763210301,-0.59999103663148,0.599017594822255,1.0193640427185,Inf
"25%...234","Coho","North_Thompson-Coho",1.11490789766555,0.544594611383135,1.49782469020069,0.5,0.000180802077289226,0.999819197922711,-0.0044502916994537,-0.577610126459824,0.533195669980512,1.04076214876617,Inf
"25%...235","Coho","South_Thompson-Coho",0.751126916981224,0.409285834205001,1.14350358742113,0.5,0.262861767715827,0.737138232284173,0.0165089607592199,-0.611244878365731,0.602601154697942,1.00673048175614,Inf
"25%...236","Chinook","Ayakulik-Chinook",1.09541191048776,0.701063532131009,1.38509756602569,0.5,0.333615316913735,0.666384683086265,0.0198478751978186,-0.567135112272143,0.56360571558866,1.01518373487077,Inf
"25%...237","Chinook","Karluk-Chinook",0.579313315012919,0.280544674858547,0.947428814137842,0.5,0.325977257311627,0.674022742688373,-0.040472512776591,-0.886542579210486,0.830903245995282,1.01223099613995,Inf
"25%...238","Chinook","Chignik-Chinook",1.52239100126716,1.24957104695168,1.75837897073303,0.5,0.357434992085298,0.642565007914702,-0.0167152822327733,-0.598697385796633,0.583638004607249,1.00946042343585,Inf
"25%...239","Chinook","Nelson-Chinook",1.29838093705585,1.12613711527346,1.46018051908901,0.5,0.336212928178384,0.663787071821616,0.0221026313914736,-0.685146636338642,0.668951709079081,1.00446339788113,Inf
"25%...240","Chinook","Goodnews-Chinook",1.29154777578401,1.05520331081422,1.54710989267164,0.5,0.351784409379174,0.648215590620826,0.0203250447305849,-0.636904654022901,0.631133770647939,1.00531413298939,Inf
"25%...241","Chinook","Chickamin-Chinook",0.263809170538062,0.2144100626494,0.319637827897148,0.5,0.413464090983301,0.586535909016699,-0.0233885833981445,-0.70021977418306,0.662217198827415,1.00408677447973,Inf
"25%...242","Chinook","Chilkat-Chinook",0.824309442136845,0.340863453143703,1.37632303593233,0.5,0.339381933512542,0.660618066487458,0.00412358422562376,-0.628193163675985,0.609149060252338,1.00630303332017,Inf
"25%...243","Chinook","King Salmon River-Chinook",0.288935640342924,0.226521775011419,0.355346138133425,0.5,0.353951167310031,0.646048832689969,-0.0107991279241882,-0.655865575353772,0.604577918433009,1.00768363454744,Inf
"25%...244","Chinook","Stikine-Chinook",1.04923021409295,0.669038623538691,1.32895956339807,0.5,0.241474979484567,0.758525020515433,0.00617239357483358,-0.613643717318463,0.602357046413835,1.00691074745465,Inf
"25%...245","Chinook","Unuk-Chinook",0.40602112143639,0.32251534543766,0.503586228481427,0.5,0.281716755833875,0.718283244166125,-0.00452530005466931,-0.829205100073225,0.854641759866838,1.02121736720711,Inf
"25%...246","Chinook","Situk-Chinook",1.53981244551417,1.14820983659211,1.92823045417261,0.5,0.364403583921002,0.635596416078998,-0.0186725649473582,-0.658719580188749,0.618970218217325,1.00871504697723,Inf
"25%...247","Chinook","Keta-Chinook",0.105441701235933,0.0502422667429924,0.263672603115868,0.5,0.000113443789789464,0.99988655621021,0.0251604585115652,-0.705911737135636,0.706010322654101,1.12377546430162,Inf
"25%...248","Chinook","Blossom-Chinook",0.613256191080317,0.0959716060940769,0.753410961173739,0.5,1.00120398057121e-58,1,0.0569370912292907,-0.590827873700313,0.701779245407903,1.17026124186294,Inf
"25%...249","Chinook","Kuskokwim-Chinook",2.25115334217501,2.09885991011154,2.42170324299746,0.5,0.345072082250351,0.654927917749649,0.0133617321966241,-0.638578458440454,0.673547477284492,1.01117806108286,Inf
"25%...250","Chinook","Nushagak-Chinook",1.49892364692604,1.28218717222537,1.72398851360993,0.5,0.371833264175844,0.628166735824156,0.00695967795852533,-0.598069778780132,0.615742731590463,1.00733248608629,Inf
"25%...251","Chinook","Kenai (early)-Chinook",1.66030383005929,1.3954327138056,1.9073972213507,0.5,0.254259584714763,0.745740415285237,-0.0140071519569978,-0.701100383432084,0.6900284815303,1.00811797763211,Inf
"25%...252","Chinook","Kenai (late)-Chinook",1.36193232004086,1.15640174724194,1.57363938004581,0.5,0.377866101520116,0.622133898479884,0.0143464516428155,-0.653938332380976,0.634434483090009,1.00897483642001,Inf
"25%...253","Chinook","Unalakleet-Chinook",0.617095663189362,0.432023915991747,1.26269909956489,0.5,1.1604424936418e-08,0.999999988395575,0.150588066895954,-0.52545121988163,0.712970389851444,1.36043477125967,Inf
"25%...254","Chinook","Cowichan-Chinook",0.522773129958135,0.0502871587703361,1.16499481917584,0.5,0.104692571341569,0.895307428658431,0.00702925980900683,-0.602760002857597,0.646895316783721,1.00949012502067,Inf
