"","stock","sp","c_median","c.l90","c.u90","c.l95","c.u95","Sk","Sk.l90","Sk.u90"
"32","Naknek-Sockeye","Sockeye",0.737235986686822,0.382365243707158,1.12356832902683,0.309633046276788,1.25125663866142,6794831.21326881,2803887.32590471,10400056.4770001
"33","Nass (Meziadin)-Sockeye","Sockeye",0.149572006216745,0.0120407835434229,0.525329285250911,0.00673050440013955,0.613774913832487,799163.614177395,140478.883809002,1692463.86628441
"34","Nelson-Sockeye","Sockeye",0.220669822133217,0.0156469815660314,0.84296535023514,0.00787678777491774,0.988156516390914,564833.615576874,106841.210743027,1342207.31002407
"35","Nushagak-Sockeye","Sockeye",0.696168860200854,0.431590974097868,0.967940026089739,0.384074608645525,1.02637299127807,4861256.68261844,1420579.50795779,10209210.2419027
"36","Owikeno-Sockeye","Sockeye",0.349060472522665,0.0450851055798195,0.810740234280489,0.0269360861061128,0.899726218556832,854306.5180657,191404.859607011,1327804.95558257
"37","Pitt-Sockeye","Sockeye",0.245231285824729,0.0355185320882777,0.633861009508728,0.0177795668586178,0.71103887874308,94394.2995367589,18217.1885995305,211319.041068289
"38","Portage-Sockeye","Sockeye",0.756739522322352,0.609616414132064,0.90072265889625,0.564944733148783,0.927095887461716,48803.9217619562,14878.784866397,76115.1595809788
"39","Quesnel-Sockeye","Sockeye",0.890974199666497,0.82467061842321,0.962932485415345,0.811782159142582,0.974857368804784,3392868.3217279,1254651.07692161,5039738.85742403
"40","Raft-Sockeye","Sockeye",0.688786861239991,0.522224666217994,0.867642109571196,0.486082477466527,0.898802777812727,56135.8672473986,20352.955644124,80842.257819317
"41","Redoubt-Sockeye","Sockeye",0.165419904123321,0.0163096558324863,0.511085390292396,0.00987706076853091,0.608187204142481,148373.461503996,18628.2708724372,300726.475689589
"42","Scotch-Sockeye","Sockeye",0.841277666635985,0.702254714971104,0.972976245759711,0.677894832563784,1.0096890288186,537587.116000952,195321.907359241,798040.371409416
"43","Seymour-Sockeye","Sockeye",0.875262804850388,0.721060468258749,1.03750558251406,0.686061543481184,1.07652190387877,471751.67972443,143217.147394647,821450.704306793
"44","Stellako-Sockeye","Sockeye",0.643285842822678,0.343905364459339,0.955448162998276,0.287948520471517,1.0285376165023,350400.610853337,123237.128350927,579624.421060687
"45","Togiak-Sockeye","Sockeye",0.744571853338795,0.438868954847578,1.18991101813873,0.384366086378065,1.3652347384162,712469.808457037,267007.98315135,1493155.19536881
"46","Ugashik-Sockeye","Sockeye",0.935971351244563,0.697115428784512,1.22577907606579,0.643571021564487,1.29542132335733,6734673.13383503,2529057.87942713,9710800.55312197
"47","Washington-Sockeye","Sockeye",0.748952538533732,0.405003189032283,1.07285603755775,0.332741027973613,1.14828188090938,971847.804832037,401092.778851347,1308626.62112656
"48","Weaver-Sockeye","Sockeye",0.379791532988385,0.0645015941524111,0.745416791164577,0.0331484521904193,0.820947025079929,219890.83893502,59860.1503982627,333138.862492914
"49","Wood-Sockeye","Sockeye",0.903899288284415,0.571392790986159,1.54202130906403,0.497807912580974,1.78252565745448,7098332.22745152,2461043.7867196,11539202.2974288
"50","Willapa Bay-Chum","Chum",0.501931236269743,0.053583097175448,1.09038379494684,0.0255742817167759,1.47424905125689,122638.457801101,33470.5455939493,239474.523483269
"51","Grays Harbour-Chum","Chum",0.41087619292431,0.0542343983913589,0.9554779360248,0.0223064902910604,1.07192332208773,104089.720255212,27395.3037160585,178489.801496097
"52","S Sound Summer-Chum","Chum",0.548027948078428,0.293829236880859,0.820156298433876,0.248703949880901,0.892579193726071,195009.038626934,54711.7402152441,345246.605637776
"53","S Sound Fall-Chum","Chum",0.587889859099973,0.267501913864824,0.886877563426273,0.188030067412213,0.949164138240189,719793.594356297,292317.699292838,1073189.43981523
"54","S Sound Winter-Chum","Chum",0.379977379767562,0.100657886219977,0.707163851019639,0.0636144072383868,0.764177891849535,319207.849849278,82763.7667874911,543510.192368294
"55","Hood Canal-Chum","Chum",0.207159121375647,0.0232709333396873,0.547614513845244,0.00972168343206186,0.643055582485416,372200.942617775,74908.2616155553,719104.321669193
"56","Port Susan-Chum","Chum",0.777099645457797,0.560559442823183,0.995303896845938,0.520309404264552,1.03683331781184,719939.466942106,247944.503875255,1075660.66318649
"57","Skagit-Chum","Chum",0.756254641966784,0.494332347868723,1.00758125096319,0.441373209441116,1.06911812831311,439676.707651913,202993.918102345,614350.870835238
"58","Bellingham-Chum","Chum",0.443388002904503,0.172873089383725,0.782459031342199,0.120847565780729,0.853869033086913,164912.148256045,48339.4238080109,295345.10923721
"59","Fraser-Chum","Chum",0.985529249874545,0.69096426401055,1.75290914677238,0.638475902997138,1.96578529241143,2217033.30033005,781824.095116129,3713783.85176977
"60","BC South (no Fraser)-Chum","Chum",0.457421279551937,0.128165311005946,0.856659993929271,0.0866738026306422,0.929875424426524,3751280.50326784,1275645.02907439,5999232.10907396
"61","Area 10-Chum","Chum",0.165664602625006,0.0140117743444686,0.591569133760416,0.00635294809337885,0.698350598014635,191139.690396769,36532.4460314941,337882.887961345
"62","Area 9-Chum","Chum",0.328102492057105,0.0526712556843152,0.766010873454807,0.0303436816993522,0.860529663892913,463924.656510474,88446.2301286104,874696.538626906
"63","Area 8-Chum","Chum",0.2530634638338,0.0181865297407398,0.874775805721581,0.00976225653368386,1.04656006298487,980272.815996616,173206.027874283,2589504.48574104
"64","Area 7-Chum","Chum",0.41798470395023,0.033043710213836,1.35795815850799,0.0164921793379518,1.74307448636154,201957.656275334,74459.3996145054,1276611.27962935
"65","Area 6-Chum","Chum",0.361639525502592,0.0393193547947462,0.913904066489046,0.0207990892694851,1.02701313738658,1174740.08757019,243838.827733967,2101147.36815971
"66","Area 5-Chum","Chum",0.191900006701572,0.0168522400227153,0.693461550034692,0.00910625053808573,0.809458385582536,34727.6870024412,6309.538908801,84547.3396642115
"67","Area 4-Chum","Chum",0.386345604032847,0.0559999138244406,0.833287706483512,0.0339141074222557,0.905071589405307,295051.362815427,60575.0909681935,526657.245909589
"68","Area 3-Chum","Chum",0.349825451385915,0.0300376001699894,1.01192335035686,0.0178528526133634,1.18707717904646,169981.907670434,36401.8876366753,677795.725866217
"69","Area 2W-Chum","Chum",0.256986234110781,0.0216151319837008,0.948010469035007,0.0114308266529963,1.12351698090371,169650.597433923,55579.9530227586,576580.637870048
"70","Area 2E-Chum","Chum",1.74756535830507,0.473831288830922,3.96945837354094,0.338786309982264,4.4058045975394,945216.181321417,413242.345931285,1410152.0591535
"71","Area 1-Chum","Chum",0.234456654194947,0.0214727675554134,0.64010285822386,0.0109654456874883,0.724515723951034,209285.914692463,37933.0949798855,365264.422848865
"72","Kadashan-Chum","Chum",0.496105366139878,0.0526326639953441,2.28105471923388,0.0272849118395201,2.96799724041836,63012.5984691291,13399.6679216527,182193.223052249
"73","Chilkat-Chum","Chum",0.477897464626688,0.106721567711249,0.934476186205919,0.0628817669340119,1.05144085310709,518872.21850169,175518.494156003,886983.059174264
"74","East Alsek-Chum","Chum",0.277561308573569,0.0604578663158148,0.57893590645832,0.0375257109477426,0.68453040488559,61014.4775895383,14959.1397026944,112853.517746691
"75","PWS-Chum","Chum",0.728566275083973,0.264482028132865,1.94557652505793,0.184487097816981,2.30291970004649,656524.033326183,222755.685084924,1406405.99516827
"76","Kamishak-Chum","Chum",0.376018702935096,0.0635320661909188,0.762126641061927,0.0318429292983521,0.847909661579804,370959.15619907,116400.541290703,568913.329453585
"77","Outer CIn-Chum","Chum",0.728831632032203,0.292284655886901,1.18104283305229,0.199970985400176,1.31035993179743,132613.463830462,51363.6262781389,187159.273603896
"78","S CIn-Chum","Chum",0.280922740626811,0.0492350903109879,0.730439360954665,0.0281740699873016,0.810676160890608,11860.8751413545,2848.2615019097,31710.3945237793
"79","Upper CIn-Chum","Chum",0.298483804135728,0.0445026565393052,0.726363083715153,0.0261808832816129,0.822566587201046,50904.0191042953,11136.6178016944,97451.1808622173
"80","Alitak-Chum","Chum",0.167089165862079,0.0215552703524439,0.437661765275367,0.0122792361759997,0.498435797450982,202481.938210276,49677.1477153486,353837.954617296
"81","E Kod-Chum","Chum",0.211791263198448,0.0275434584936192,0.595554710013166,0.014249425306733,0.698861755557788,431338.35994733,97370.8009646154,923724.130375509
"82","SW Kod-Chum","Chum",0.489495912798905,0.285591534053038,0.729167806180215,0.248722448828848,0.78550066896631,249346.587345172,61581.6892762947,456969.552780535
"83","NE Kod-Chum","Chum",0.30753986704851,0.0597835851415448,0.68696552595622,0.0442910123920062,0.7530579256856,83734.7356019073,19424.3389540929,146834.096442631
"84","NW Kod-Chum","Chum",0.290149290982636,0.0448180479799087,0.735900469078311,0.0228012261615868,0.823333856243926,427205.019389412,122629.793511281,1150906.18944478
"85","Mainland Kod-Chum","Chum",0.368806509866865,0.0882932463598744,0.763366712404962,0.0436371862090615,0.867997472198435,739991.949101296,226770.383661242,1274561.15516397
"86","Perryville-Chum","Chum",0.426956139380633,0.241573819455135,0.620497699100928,0.210992630415943,0.652998138656143,666289.699567331,205702.691151905,1001502.21547464
"87","W Chig-Chum","Chum",0.142269689189339,0.0140360142696641,0.446299169543507,0.00737128665911268,0.519608253253623,255928.036558637,34963.990853307,515879.206563593
"88","Central Chig-Chum","Chum",0.379552297929962,0.0876942930763444,0.712245353675325,0.0520902478536999,0.789282709929163,320091.688216383,92856.8801101211,501295.804537568
"89","E Chig-Chum","Chum",0.161910458968666,0.0171027839588806,0.462394743378129,0.00805844505965771,0.542453809099006,568843.78871697,96255.0250525045,1171197.03518724
"90","SW-Unimak-Chum","Chum",0.647766440813717,0.319331256183787,0.984880146478103,0.253268802639589,1.06748485385979,766923.392658524,315734.528294075,1156713.31221004
"91","W-NW AKPen-Chum","Chum",0.629736152571069,0.408592890405704,0.874197758575039,0.356232639580729,0.917832023518491,424159.424587802,113550.649388846,914290.12359952
"92","E-NW AKPen-Chum","Chum",0.591569356099536,0.341208391601016,0.883461962993748,0.297749048191367,0.945062510500246,840368.540562515,347877.954504322,1234788.04257231
"93","SE-SC AKPen-Chum","Chum",0.77800909656259,0.413874521817341,1.51342030158309,0.352733943616365,1.82983986269667,1085113.03555239,422722.670874861,1848737.64597824
"94","N AKPen-Chum","Chum",0.613141797353348,0.389912157233164,0.886110155306151,0.348292762378606,0.950590406929211,816094.794583079,316004.080549379,1266208.11289574
"95","Nushagak-Chum","Chum",0.755968952132601,0.31211895730959,1.2163217125248,0.202579387830845,1.37281483650537,2009843.59350998,802816.293808379,2840251.42436065
"96","Togiak-Chum","Chum",0.257087918995421,0.0169914575176903,0.996010941148098,0.00741089963193143,1.33658396547041,401260.275511045,72194.3455200085,1163126.08219526
"97","Yukon-Chum","Chum",0.389148152407279,0.0618113906509076,0.873626840229758,0.0302147023251128,0.965270182319806,3703138.62806531,1061882.66578355,5944296.81589563
"98","Anvik-Chum","Chum",0.496372070977707,0.0737996325321891,0.981766762915111,0.0383430260206082,1.11496641984385,2636039.75546475,831992.042760415,4300036.14927028
"99","Andreafsky-Chum","Chum",0.38645998280538,0.0378266969906699,0.866573732304408,0.0162178431531912,0.937684400753721,442034.317380174,114170.790917581,774483.46726469
"100","Norton Sound-Chum","Chum",0.112047356903091,0.00804295232541426,0.506955925244784,0.00386602075750298,0.626951835696666,92256.1658756363,15434.4080059833,259307.023999488
"101","Kwiniuk Inlet-Chum","Chum",0.206086066569897,0.0193588970953586,0.651081405286066,0.00817433147968207,0.739917822112144,229032.11227243,43846.6528141608,445577.71900336
"102","Kotzebue-Chum","Chum",0.323010920628343,0.0478440152340606,0.842859154569968,0.0284039390652107,0.935378614382722,2023867.66074024,472567.696166514,4055216.65542445
"103","Puyallup-Pink","Pink",0.898876106139835,0.609968191312905,1.20472124769468,0.561220589677767,1.2726889995563,935953.628240013,420763.389590993,1233107.00028671
"104","Hood Canal-Pink","Pink",0.555977326409074,0.131572982093721,0.939244433493811,0.0776934827073159,0.998664838304643,937564.710401947,295607.162268789,1447399.01183661
"105","Snohomish-Pink","Pink",0.756475429298596,0.450822139856743,1.04865491723522,0.387333195068211,1.11836576900613,2915682.43976637,1179902.20057925,4080381.14702241
"106","Dungeness-Pink","Pink",0.719138757566559,0.352679388213416,0.997848229842519,0.28993140229775,1.06443421652267,734712.795964643,220814.773549652,1164695.31202401
"107","Stillaguamish-Pink","Pink",0.459571972915495,0.0858034702333337,0.894764704286544,0.0478836413323626,0.968687619714804,1312182.74712453,296322.228658149,2231654.44407536
"108","Skagit-Pink","Pink",0.488788874648899,0.0609418699141084,1.14785832990549,0.0294848103532334,1.4085795187026,1352766.23524732,308845.377738533,3370990.37004258
"109","Nooksack-Pink","Pink",0.448508120527771,0.0762212075893448,1.08533666584844,0.0503503240475703,1.31293854959402,153210.318195573,50937.0567644729,618575.20474652
"110","Fraser-Pink","Pink",0.487201325267772,0.0927733213177986,1.09937407265361,0.0472480231114081,1.35000188628598,18201169.7942352,5639740.08498677,55205241.2168419
"111","BC South (no Fraser)-Pink","Pink",0.492775426525361,0.232912977566445,0.853465113975399,0.187499470600214,0.923623218581831,7252819.38232446,2024759.25686706,14254575.485984
"112","Area 10-Pink","Pink",0.617410255144211,0.259291934974852,0.958585995415498,0.172358297278216,1.02319313636689,185718.487110654,50365.6552930286,293564.860815096
"113","Area 9-Pink","Pink",0.835040077712867,0.569603516882618,1.0740824431145,0.513004904315635,1.13250496344655,3913194.67862573,1257484.26887227,6026775.31318386
"114","Area 8-Pink","Pink",0.554373703440568,0.142308175285425,1.00305201309426,0.0777367850735549,1.10450094022745,11123890.7173401,3325135.94387629,18178856.9187252
"115","Area 7-Pink","Pink",0.741123376627333,0.277729011366395,1.21433635761464,0.166372454334659,1.54449225748639,1416998.8019982,451725.378000473,2345073.02044978
"116","Area 6-Pink","Pink",0.915990239073019,0.489334285395465,1.58755682408983,0.37518079403398,1.74915105138806,6577273.39539956,2923242.98784971,8883006.87872675
"117","Area 5-Pink","Pink",0.603415082650359,0.237530021461659,0.996475899682456,0.173141983665619,1.09996788453776,1469548.52035528,487815.225438271,2244037.9682165
"118","Area 4-Pink","Pink",0.592739993335122,0.145581814974222,0.994188061071395,0.0852587722646156,1.07594520237917,14218449.3811939,3828234.81051841,22941862.3506184
"119","Area 3-Pink","Pink",0.67156215749207,0.23892714062667,1.11367658334834,0.168686020724215,1.28653398628557,3585706.17146326,1296957.08872578,5398581.9180457
"120","Area 2W-Pink","Pink",0.703623633236032,0.173410537380982,1.84898851154504,0.109469710583049,2.30382860748251,831688.351786343,229234.185474345,1424005.0126394
"121","Area 2E-Pink","Pink",1.09961028677302,0.893628346500752,1.33305115901679,0.853086618278256,1.39114992998656,2971840.10725957,1292089.25221838,4013598.9520835
"122","Area 1-Pink","Pink",0.541715924527639,0.070845709587514,1.13154601414826,0.0317662797754207,1.4922995797957,6888232.04717924,1525737.20036915,12613575.8977089
"123","S SEAK-Pink","Pink",0.859798637720287,0.604848143107188,1.17240826643825,0.550930449301612,1.3151068970461,62893063.2034078,27130189.7348029,86800640.3501463
"124","N SEAK Outside-Pink","Pink",1.03629788027731,0.900828147159369,1.2036051264812,0.874244315919801,1.23707902250547,14696862.0045323,8324957.41666667,18412476.2227928
"125","N SEAK Inside-Pink","Pink",0.974913584903837,0.718446179909161,1.35560655205589,0.675524979757895,1.44141737757828,55787164.3111748,25557913.8499966,73952001.6529402
"126","Situk-Pink","Pink",0.330650747782699,0.0334337817178135,0.935490815132692,0.0166444930210909,1.06776918732738,455131.449961763,92301.0782435858,1445951.49313488
"127","Humpy-Pink","Pink",0.302735374742929,0.0307216026444703,0.77252693602172,0.018105268152153,0.87781789584268,277343.102480965,43170.8065247412,636775.675725044
"128","PWS-Pink","Pink",0.652521770223132,0.298386263377208,0.977892519399397,0.236386101226721,1.03927611022325,28227926.2199553,11031089.2252272,39376898.3438526
"129","S CIn-Pink","Pink",0.604480834198416,0.193499055883149,1.00599455467373,0.130985870827639,1.08139859228678,464017.877965662,172064.069330303,705123.224282415
"130","Outer CIn-Pink","Pink",0.729156467118856,0.396280181344608,1.03043665227672,0.347261173856088,1.09574473605323,1596162.78105248,555329.131145376,2280131.10941431
"131","Kamishak-Pink","Pink",0.540436673282356,0.157399613366175,0.993577483376981,0.109902653991479,1.11008316593621,1709699.33473787,324021.984294639,4709954.43357669
"132","Afognak-Pink","Pink",0.276855670053845,0.0228499473808297,0.870762148413348,0.0146039542306919,0.971301413034711,476236.310691621,149105.805786452,4420114.88322892
"133","W Kod-Pink","Pink",0.751392072234901,0.432143020055435,1.1784816406167,0.378688066157877,1.38189739040328,17930185.1502533,7115056.61361852,28426640.332293
"134","Alitak-Pink","Pink",0.599556731340211,0.176054931924955,1.01607445929083,0.112447925881346,1.10639136281675,9905070.2702166,2725674.66300842,21636836.9974205
"135","E Kod-Pink","Pink",0.930233322558361,0.512794288848287,1.65054267127485,0.426862736120562,1.84783593359401,10875452.3148057,4334938.50340092,15813593.1067864
"136","Mainland Kod-Pink","Pink",0.480865760940681,0.168365897894291,0.811268138963173,0.122153428795232,0.880209737795841,14521195.264982,4623682.21786301,22803384.7580758
"137","Chignik Bay-Pink","Pink",0.0945427581122003,0.0132637808951774,0.254143493816581,0.00767680319731685,0.285800743070631,305771.88210492,64735.8045731398,512529.378283382
"138","Central Chig-Pink","Pink",0.725834504546403,0.49962900745118,0.935165604527673,0.449086276080016,0.976350677100257,1580405.13698129,777090.720155543,2094330.14850119
"139","E Chig-Pink","Pink",0.860170211549299,0.685396468473907,1.06135161953867,0.65582292244968,1.10386282027945,2817171.32074933,1084140.65998067,4244516.19737454
"140","W Chig-Pink","Pink",0.244672035845247,0.0296156630599519,0.583926428340191,0.0156506025293835,0.693720990229304,854510.670490363,166551.379930305,1580841.22742131
"141","Perryville-Pink","Pink",0.645106208648535,0.348983381305844,0.952943272810114,0.290644170021844,1.01502229174984,1133358.63513108,405338.563021237,1693688.69098349
"142","SE-SC AKPen-Pink","Pink",0.802579684130962,0.530819676602445,1.07027975678978,0.461451935560232,1.12684308185017,11849709.5318044,4184695.21971665,17386027.9447028
"143","SW-Unimak-Pink","Pink",0.8193262427311,0.543080873503174,1.08900265121946,0.493891898690039,1.16911756551553,4600994.3278159,1696063.10807373,6801891.00751451
"144","NW AKPen-Pink","Pink",0.757116999510724,0.556998097025441,0.948124697264049,0.508689689598089,0.987643500087632,436263.320286359,149745.328239736,627897.428834829
"145","Nushagak-Pink","Pink",0.480823465585224,0.134747375730202,0.825409759870724,0.0832676360101447,0.879866303836483,16270356.4371369,3783840.35579533,26432371.2963157
"146","Unalakleet-Pink","Pink",0.36199440317508,0.0786489927837929,0.701864649533936,0.0391674849035274,0.754986018221153,697970.769028258,138382.154627399,1283750.23947917
"147","Nome-Pink","Pink",0.423006697675502,0.189550831792208,0.676037410327125,0.151613832940714,0.739756463690397,4035820.40642809,890798.379087889,6394506.17197077
"148","Moses-Norton-Pink","Pink",0.655398355289025,0.452024621330976,0.861066686560504,0.418266833943807,0.899571081310832,2595808.0035575,937659.54359174,3756256.89583189
"149","Buskin River-Coho","Coho",0.532473390904555,0.104085570942713,1.29460197823904,0.0545262165755439,2.02367835648045,29617.9624739544,12005.6731355471,47139.5838140505
"150","Kuskokwim River-Coho","Coho",0.535770228960184,0.0688788426082419,2.09854140408685,0.0362161926200582,2.77198004955481,3375188.59044028,1036798.52858171,6684713.73869624
"151","Auke Creek-Coho","Coho",0.581888897811953,0.05846318253385,3.06583072361921,0.0335012501905726,3.90595582983222,1159.12968197246,255.481650987706,2702.69570687193
"152","Berners River-Coho","Coho",0.317673345514725,0.0517894210122383,0.801714053385885,0.0345268798982334,0.911300335278079,36305.2704061038,11090.1397203165,114514.915721238
"153","Ford Arm Lake-Coho","Coho",0.694242078467193,0.063435971492622,3.81610627703515,0.0282032099845464,4.31280755438453,3876.58392526313,998.35616395799,7464.83531056311
"154","Hugh Smith Lake-Coho","Coho",0.747300775541996,0.0868278489835475,3.25028196502551,0.0467713875533642,3.88857148328191,3566.04052218025,1054.35474485818,6217.90867459668
"155","Akwe River-Coho","Coho",0.117182911119671,0.00836326569281406,0.520258139689105,0.00412551937082268,0.628104129331874,12679.2068231422,2355.86171070599,40861.1771154012
"156","East Alsek River-Coho","Coho",0.514352766765726,0.261530249961305,0.795889264645576,0.199222001773946,0.869427518214246,25584.6233403367,9764.14647140342,37857.937975642
"157","Italio River-Coho","Coho",0.200552346697556,0.0241372175573991,0.648770407553711,0.0109370714205847,0.756836653836965,10757.9845445809,2201.0920360898,22689.7998834726
"158","Kaliakh River-Coho","Coho",0.396821550864292,0.0445128606203539,1.01592437081213,0.0223807565538179,1.25440992767192,43556.3788494856,10531.6333642918,106179.600037102
"159","Lost River-Coho","Coho",0.24412222622469,0.0270509798137698,0.649681042194998,0.0163751915003182,0.751655025832625,18144.946505165,4734.25411511132,29835.2688676685
"160","Situk River-Coho","Coho",0.366773440048226,0.0603801447102441,0.768930780662956,0.0358682876656848,0.84682210885475,26268.9222547611,9519.09483723443,40454.1566310947
"161","Tsiu River-Coho","Coho",0.186238137344149,0.0158278415028273,0.679966895819785,0.00763269181110836,0.823141127685233,70016.871728248,17305.6981873037,147630.995864827
"162","Ayakulik-Chinook","Chinook",0.531428491774567,0.109936497098237,1.19345172887565,0.0490634056778509,1.50510250604664,23268.4523075715,8199.02693795981,67439.4888949843
"163","Karluk-Chinook","Chinook",0.778545644209738,0.451458358364011,1.07324637805339,0.393011144501018,1.1348061977284,30643.0453106697,15353.8693460269,40096.1507273228
"164","Chignik-Chinook","Chinook",0.260823882312822,0.0278550895351976,0.830713502694003,0.0138729650105261,0.947110453258959,6542.38121803092,1829.69622684029,20675.1829440142
"165","Nelson-Chinook","Chinook",0.252903128533746,0.0228687114903074,0.771953971090562,0.00731690488499804,0.872091649850762,13919.4546201123,4160.37656199088,35083.1065018611
"166","Goodnews-Chinook","Chinook",0.272663912418726,0.023551733965507,0.873229748746738,0.0103569183307306,0.999517544622803,9099.45821854137,2187.33239977083,17337.3301226522
"167","Andrew Creek-Chinook","Chinook",0.925550869045923,0.701915030290292,1.19794411579913,0.657637036597626,1.28635707803953,6993.4457199367,3537.06652799414,9012.15109555901
"168","Chickamin-Chinook","Chinook",1.2068653441517,1.06092244406179,1.39989883493582,1.03191745280225,1.44313424027725,19376.135404597,11936.77900375,23840.5753273357
"169","Chilkat-Chinook","Chinook",0.875655240909892,0.0954975277676154,4.1037890369541,0.0530103744728282,4.45428548941751,13260.6610402162,3223.95912573868,22708.7369739833
